都道府県,目的,地点数,客数
神奈川県,温泉・健康,10,329
神奈川県,スポーツ・レク,100,10847
神奈川県,都市型観光,6,866
神奈川県,イベント,76,11227
新潟県,自然,71,1461
新潟県,歴史・文化,165,3006
新潟県,温泉・健康,112,2473
新潟県,スポーツ・レク,241,4498
新潟県,都市型観光,62,5054
新潟県,イベント,139,7494
富山県,自然,35,1168
富山県,歴史・文化,90,1798
富山県,温泉・健康,21,628
富山県,スポーツ・レク,49,2106
富山県,都市型観光,6,1272
富山県,イベント,51,1844
福井県,自然,26,1427
福井県,歴史・文化,84,2824
福井県,温泉・健康,23,1059
福井県,スポーツ・レク,58,1645
福井県,都市型観光,17,571
福井県,イベント,22,1350
山梨県,自然,20,3093
山梨県,歴史・文化,86,3135
山梨県,温泉・健康,60,1673
山梨県,スポーツ・レク,87,3122
山梨県,都市型観光,31,1430
山梨県,イベント,31,1613
長野県,自然,64,4633
長野県,歴史・文化,75,5563
長野県,温泉・健康,81,4160
長野県,スポーツ・レク,94,2304
長野県,都市型観光,17,3995
長野県,イベント,57,3087
岐阜県,自然,38,1210
岐阜県,歴史・文化,97,4005
岐阜県,温泉・健康,55,2370
岐阜県,スポーツ・レク,154,3404
岐阜県,都市型観光,27,3066
岐阜県,イベント,64,3402
静岡県,自然,52,4025
静岡県,歴史・文化,185,5200
静岡県,温泉・健康,48,1176
静岡県,スポーツ・レク,239,8100
静岡県,都市型観光,43,5774
静岡県,イベント,143,7771
愛知県,自然,37,2029
愛知県,歴史・文化,134,7877
愛知県,温泉・健康,20,690
愛知県,スポーツ・レク,119,7828
愛知県,都市型観光,42,7399
愛知県,イベント,69,12498
三重県,自然,36,782
三重県,歴史・文化,71,3831
三重県,温泉・健康,29,1756
三重県,スポーツ・レク,130,9698
三重県,都市型観光,24,1113
三重県,イベント,35,2283
滋賀県,自然,21,327
滋賀県,歴史・文化,111,2456
滋賀県,温泉・健康,21,372
滋賀県,スポーツ・レク,114,2921
滋賀県,都市型観光,28,1958
滋賀県,イベント,34,1444
京都府,自然,14,171
京都府,歴史・文化,76,13434
京都府,温泉・健康,19,751
京都府,スポーツ・レク,77,2894
京都府,都市型観光,8,338
京都府,イベント,15,544
兵庫県,自然,79,1078
兵庫県,歴史・文化,294,7192
兵庫県,温泉・健康,74,2108
兵庫県,スポーツ・レク,362,9794
兵庫県,都市型観光,44,3233
兵庫県,イベント,77,5069
奈良県,自然,25,789
奈良県,歴史・文化,94,5034
奈良県,温泉・健康,27,537
奈良県,スポーツ・レク,22,492
奈良県,都市型観光,5,85
奈良県,イベント,21,1487
和歌山県,自然,20,241
和歌山県,歴史・文化,40,1688
和歌山県,温泉・健康,12,244
和歌山県,スポーツ・レク,32,2745
和歌山県,都市型観光,6,257
和歌山県,イベント,17,957
鳥取県,自然,10,538
鳥取県,歴史・文化,36,952
鳥取県,温泉・健康,19,612
鳥取県,スポーツ・レク,27,385
鳥取県,都市型観光,17,1842
鳥取県,イベント,18,796
島根県,自然,18,734
島根県,歴史・文化,74,3844
島根県,温泉・健康,24,638
島根県,スポーツ・レク,37,652
島根県,都市型観光,10,465
島根県,イベント,13,968
岡山県,自然,17,205
岡山県,歴史・文化,107,1480
岡山県,温泉・健康,29,673
岡山県,スポーツ・レク,63,1717
岡山県,都市型観光,45,1431
岡山県,イベント,40,2549
広島県,自然,23,657
広島県,歴史・文化,89,3777
広島県,温泉・健康,30,642
広島県,スポーツ・レク,95,2703
広島県,都市型観光,18,1335
広島県,イベント,42,4324
山口県,自然,34,1070
山口県,歴史・文化,77,1763
山口県,温泉・健康,32,919
山口県,スポーツ・レク,65,2042
山口県,都市型観光,5,551
山口県,イベント,29,2047
徳島県,自然,16,577
徳島県,歴史・文化,50,1309
徳島県,温泉・健康,20,303
徳島県,スポーツ・レク,34,865
徳島県,都市型観光,21,1042
徳島県,イベント,23,2227
香川県,自然,9,379
香川県,歴史・文化,59,1867
香川県,温泉・健康,18,548
香川県,スポーツ・レク,50,2137
香川県,都市型観光,12,1022
香川県,イベント,19,1221
愛媛県,自然,44,683
愛媛県,歴史・文化,64,1496
愛媛県,温泉・健康,26,809
愛媛県,スポーツ・レク,37,1071
愛媛県,都市型観光,29,339
愛媛県,イベント,38,1877
高知県,自然,15,331
高知県,歴史・文化,27,596
高知県,温泉・健康,13,181
高知県,スポーツ・レク,28,401
高知県,都市型観光,23,1872
高知県,イベント,22,1546
福岡県,自然,36,771
福岡県,歴史・文化,135,6227
福岡県,温泉・健康,31,1038
福岡県,スポーツ・レク,89,3678
福岡県,都市型観光,72,31667
福岡県,イベント,45,4477
佐賀県,自然,14,224
佐賀県,歴史・文化,33,882
佐賀県,温泉・健康,16,452
佐賀県,スポーツ・レク,40,589
佐賀県,都市型観光,27,2646
佐賀県,イベント,25,1136
熊本県,自然,24,525
熊本県,歴史・文化,75,1594
熊本県,温泉・健康,44,1238
熊本県,スポーツ・レク,78,1368
熊本県,都市型観光,59,3004
熊本県,イベント,38,1559
大分県,自然,37,630
大分県,歴史・文化,88,2581
大分県,温泉・健康,48,2309
大分県,スポーツ・レク,73,2105
大分県,都市型観光,16,293
大分県,イベント,35,1309
宮崎県,自然,18,439
宮崎県,歴史・文化,56,1591
宮崎県,温泉・健康,26,640
宮崎県,スポーツ・レク,81,1875
宮崎県,都市型観光,10,294
宮崎県,イベント,30,828
鹿児島県,自然,38,413
鹿児島県,歴史・文化,66,1832
鹿児島県,温泉・健康,48,677
鹿児島県,スポーツ・レク,99,2354
鹿児島県,都市型観光,41,1126
鹿児島県,イベント,40,1313
北海道,自然,110,2694
北海道,歴史・文化,149,3839
北海道,温泉・健康,145,3408
北海道,スポーツ・レク,263,2948
北海道,都市型観光,77,5126
北海道,イベント,35,457
青森県,自然,42,662
青森県,歴史・文化,61,1062
青森県,温泉・健康,46,803
青森県,スポーツ・レク,71,628
青森県,都市型観光,52,3468
青森県,イベント,22,740
岩手県,自然,37,866
岩手県,歴史・文化,62,669
岩手県,温泉・健康,76,1457
岩手県,スポーツ・レク,55,438
岩手県,都市型観光,27,729
岩手県,イベント,35,1039
宮城県,自然,36,1090
宮城県,歴史・文化,80,2056
宮城県,温泉・健康,36,1664
宮城県,スポーツ・レク,65,1386
宮城県,都市型観光,53,1934
宮城県,イベント,43,4501
秋田県,自然,30,914
秋田県,歴史・文化,52,609
秋田県,温泉・健康,63,1170
秋田県,スポーツ・レク,68,594
秋田県,都市型観光,20,381
秋田県,イベント,25,1427
山形県,自然,39,572
山形県,歴史・文化,76,1849
山形県,温泉・健康,47,2219
山形県,スポーツ・レク,69,703
山形県,都市型観光,31,954
山形県,イベント,16,742
福島県,自然,46,2220
福島県,歴史・文化,77,2131
福島県,温泉・健康,46,1574
福島県,スポーツ・レク,60,1713
福島県,都市型観光,14,922
福島県,イベント,22,929
茨城県,自然,16,2502
茨城県,歴史・文化,50,2825
茨城県,温泉・健康,17,489
茨城県,スポーツ・レク,59,2560
茨城県,都市型観光,12,2121
茨城県,イベント,58,3143
栃木県,自然,35,2396
栃木県,歴史・文化,91,4958
栃木県,温泉・健康,28,1239
栃木県,スポーツ・レク,117,2922
栃木県,都市型観光,20,2817
栃木県,イベント,38,2028
群馬県,自然,55,2037
群馬県,歴史・文化,96,2287
群馬県,温泉・健康,81,3453
群馬県,スポーツ・レク,119,2608
群馬県,都市型観光,27,1237
群馬県,イベント,53,2524
埼玉県,自然,47,2116
埼玉県,歴史・文化,124,5409
埼玉県,温泉・健康,30,1349
埼玉県,スポーツ・レク,180,3931
埼玉県,都市型観光,55,16690
埼玉県,イベント,206,11056
千葉県,自然,33,262
千葉県,歴史・文化,136,5343
千葉県,温泉・健康,26,1041
千葉県,スポーツ・レク,298,17406
千葉県,都市型観光,24,5876
千葉県,イベント,83,5948
東京都,自然,9,1211
東京都,歴史・文化,301,17174
東京都,温泉・健康,36,7185
東京都,スポーツ・レク,176,36039
東京都,都市型観光,93,203444
東京都,イベント,130,18784
神奈川県,自然,41,7085
神奈川県,歴史・文化,137,8548
神奈川県,温泉・健康,10,223
神奈川県,スポーツ・レク,100,9362
神奈川県,都市型観光,6,814
神奈川県,イベント,67,3947
新潟県,自然,71,1291
新潟県,歴史・文化,165,2455
新潟県,温泉・健康,112,2293
新潟県,スポーツ・レク,241,2128
新潟県,都市型観光,62,4625
新潟県,イベント,87,2069
富山県,自然,35,570
富山県,歴史・文化,90,1629
富山県,温泉・健康,21,597
富山県,スポーツ・レク,49,1264
富山県,都市型観光,6,1300
富山県,イベント,25,760
福井県,自然,26,1353
福井県,歴史・文化,84,2154
福井県,温泉・健康,23,628
福井県,スポーツ・レク,58,835
福井県,都市型観光,17,672
福井県,イベント,15,479
山梨県,自然,20,1699
山梨県,歴史・文化,86,2055
山梨県,温泉・健康,60,1306
山梨県,スポーツ・レク,87,2410
山梨県,都市型観光,31,1077
山梨県,イベント,24,837
長野県,自然,64,1544
長野県,歴史・文化,75,4694
長野県,温泉・健康,81,3507
長野県,スポーツ・レク,94,1718
長野県,都市型観光,17,2721
長野県,イベント,31,1676
岐阜県,自然,38,808
岐阜県,歴史・文化,97,4508
岐阜県,温泉・健康,55,2232
岐阜県,スポーツ・レク,154,3178
岐阜県,都市型観光,27,3007
岐阜県,イベント,74,3107
静岡県,自然,52,3477
静岡県,歴史・文化,185,4761
静岡県,温泉・健康,48,959
静岡県,スポーツ・レク,239,4625
静岡県,都市型観光,43,5320
静岡県,イベント,119,5270
愛知県,自然,37,1947
愛知県,歴史・文化,134,7708
愛知県,温泉・健康,20,681
愛知県,スポーツ・レク,119,6450
愛知県,都市型観光,42,6732
愛知県,イベント,70,8114
三重県,自然,36,533
三重県,歴史・文化,71,4032
三重県,温泉・健康,29,1648
三重県,スポーツ・レク,130,7855
三重県,都市型観光,24,1193
三重県,イベント,23,886
滋賀県,自然,21,214
滋賀県,歴史・文化,111,2868
滋賀県,温泉・健康,21,332
滋賀県,スポーツ・レク,114,2305
滋賀県,都市型観光,28,1755
滋賀県,イベント,25,786
京都府,自然,14,167
京都府,歴史・文化,76,15712
京都府,温泉・健康,19,728
京都府,スポーツ・レク,77,2282
京都府,都市型観光,8,300
京都府,イベント,17,724
兵庫県,自然,79,703
兵庫県,歴史・文化,292,7491
兵庫県,温泉・健康,74,2124
兵庫県,スポーツ・レク,352,8175
兵庫県,都市型観光,44,9605
兵庫県,イベント,117,8278
奈良県,自然,25,844
奈良県,歴史・文化,94,6403
奈良県,温泉・健康,27,392
奈良県,スポーツ・レク,22,305
奈良県,都市型観光,5,189
奈良県,イベント,20,1086
和歌山県,自然,20,155
和歌山県,歴史・文化,41,1956
和歌山県,温泉・健康,12,212
和歌山県,スポーツ・レク,33,1515
和歌山県,都市型観光,6,234
和歌山県,イベント,17,449
鳥取県,自然,10,343
鳥取県,歴史・文化,36,781
鳥取県,温泉・健康,19,549
鳥取県,スポーツ・レク,27,157
鳥取県,都市型観光,17,1453
鳥取県,イベント,5,181
島根県,自然,18,486
島根県,歴史・文化,75,3440
島根県,温泉・健康,24,635
島根県,スポーツ・レク,38,335
島根県,都市型観光,10,491
島根県,イベント,12,365
岡山県,自然,17,120
岡山県,歴史・文化,107,1435
岡山県,温泉・健康,29,518
岡山県,スポーツ・レク,63,1336
岡山県,都市型観光,45,1361
岡山県,イベント,46,2684
広島県,自然,23,665
広島県,歴史・文化,90,3610
広島県,温泉・健康,30,651
広島県,スポーツ・レク,95,2430
広島県,都市型観光,18,1110
広島県,イベント,37,3871
山口県,自然,34,838
山口県,歴史・文化,77,1862
山口県,温泉・健康,32,858
山口県,スポーツ・レク,65,1439
山口県,都市型観光,5,541
山口県,イベント,38,1285
徳島県,自然,16,361
徳島県,歴史・文化,50,1174
徳島県,温泉・健康,20,295
徳島県,スポーツ・レク,34,723
徳島県,都市型観光,21,1010
徳島県,イベント,17,1069
香川県,自然,9,428
香川県,歴史・文化,59,2030
香川県,温泉・健康,18,496
香川県,スポーツ・レク,50,1647
香川県,都市型観光,12,960
香川県,イベント,8,140
愛媛県,自然,44,478
愛媛県,歴史・文化,64,1416
愛媛県,温泉・健康,26,754
愛媛県,スポーツ・レク,37,688
愛媛県,都市型観光,29,294
愛媛県,イベント,21,643
高知県,自然,15,218
高知県,歴史・文化,27,462
高知県,温泉・健康,13,158
高知県,スポーツ・レク,28,338
高知県,都市型観光,23,1803
高知県,イベント,10,254
福岡県,自然,36,669
福岡県,歴史・文化,135,6138
福岡県,温泉・健康,31,1091
福岡県,スポーツ・レク,89,2510
福岡県,都市型観光,72,30224
福岡県,イベント,59,2351
佐賀県,自然,14,144
佐賀県,歴史・文化,33,1186
佐賀県,温泉・健康,16,448
佐賀県,スポーツ・レク,40,592
佐賀県,都市型観光,27,2859
佐賀県,イベント,26,2990
熊本県,自然,24,329
熊本県,歴史・文化,75,1934
熊本県,温泉・健康,44,1347
熊本県,スポーツ・レク,78,1046
熊本県,都市型観光,59,2984
熊本県,イベント,48,1355
大分県,自然,37,755
大分県,歴史・文化,88,2792
大分県,温泉・健康,48,2200
大分県,スポーツ・レク,73,1601
大分県,都市型観光,16,305
大分県,イベント,27,1124
宮崎県,自然,18,578
宮崎県,歴史・文化,56,1488
宮崎県,温泉・健康,26,637
宮崎県,スポーツ・レク,81,1199
宮崎県,都市型観光,10,298
宮崎県,イベント,32,804
鹿児島県,自然,38,510
鹿児島県,歴史・文化,66,1639
鹿児島県,温泉・健康,48,584
鹿児島県,スポーツ・レク,99,2028
鹿児島県,都市型観光,41,1093
鹿児島県,イベント,34,1067
北海道,自然,111,1742
北海道,歴史・文化,147,4031
北海道,温泉・健康,146,3798
北海道,スポーツ・レク,260,5397
北海道,都市型観光,79,4142
北海道,イベント,40,7517
青森県,自然,35,153
青森県,歴史・文化,46,526
青森県,温泉・健康,40,743
青森県,スポーツ・レク,64,611
青森県,都市型観光,46,2257
青森県,イベント,9,872
岩手県,自然,38,476
岩手県,歴史・文化,65,637
岩手県,温泉・健康,73,1333
岩手県,スポーツ・レク,53,741
岩手県,都市型観光,27,480
岩手県,イベント,11,719
宮城県,自然,36,530
宮城県,歴史・文化,80,3421
宮城県,温泉・健康,36,1390
宮城県,スポーツ・レク,66,922
宮城県,都市型観光,53,1679
宮城県,イベント,20,775
秋田県,自然,28,135
秋田県,歴史・文化,52,293
秋田県,温泉・健康,61,964
秋田県,スポーツ・レク,68,658
秋田県,都市型観光,20,212
秋田県,イベント,18,839
山形県,自然,39,307
山形県,歴史・文化,76,1333
山形県,温泉・健康,50,1998
山形県,スポーツ・レク,68,1071
山形県,都市型観光,28,716
山形県,イベント,15,1016
福島県,自然,45,389
福島県,歴史・文化,80,1559
福島県,温泉・健康,48,1501
福島県,スポーツ・レク,69,2307
福島県,都市型観光,15,740
福島県,イベント,15,735
茨城県,自然,15,1162
茨城県,歴史・文化,52,2544
茨城県,温泉・健康,17,527
茨城県,スポーツ・レク,58,2160
茨城県,都市型観光,12,1875
茨城県,イベント,33,3614
栃木県,自然,39,1265
栃木県,歴史・文化,103,4515
栃木県,温泉・健康,32,1308
栃木県,スポーツ・レク,138,2770
栃木県,都市型観光,20,2856
栃木県,イベント,17,702
群馬県,自然,54,819
群馬県,歴史・文化,98,2178
群馬県,温泉・健康,79,3584
群馬県,スポーツ・レク,114,2991
群馬県,都市型観光,29,1121
群馬県,イベント,35,1213
埼玉県,自然,49,1626
埼玉県,歴史・文化,125,5324
埼玉県,温泉・健康,30,1381
埼玉県,スポーツ・レク,180,3246
埼玉県,都市型観光,51,16195
埼玉県,イベント,97,7282
千葉県,自然,32,1381
千葉県,歴史・文化,138,10866
千葉県,温泉・健康,26,1168
千葉県,スポーツ・レク,290,15538
千葉県,都市型観光,28,5867
千葉県,イベント,57,4844
東京都,自然,9,572
東京都,歴史・文化,303,17800
東京都,温泉・健康,35,9571
東京都,スポーツ・レク,174,37983
東京都,都市型観光,93,205236
東京都,イベント,85,9025
神奈川県,自然,40,5650
神奈川県,歴史・文化,137,21629
神奈川県,温泉・健康,11,318
神奈川県,スポーツ・レク,102,9713
神奈川県,都市型観光,8,956
神奈川県,イベント,43,8955
新潟県,自然,68,337
新潟県,歴史・文化,161,1786
新潟県,温泉・健康,110,2360
新潟県,スポーツ・レク,239,4768
新潟県,都市型観光,58,2489
新潟県,イベント,66,2400
富山県,自然,26,246
富山県,歴史・文化,76,968
富山県,温泉・健康,20,406
富山県,スポーツ・レク,43,907
富山県,都市型観光,8,1471
富山県,イベント,20,517
福井県,自然,26,523
福井県,歴史・文化,91,1592
福井県,温泉・健康,23,583
福井県,スポーツ・レク,62,896
福井県,都市型観光,18,418
福井県,イベント,5,197
山梨県,自然,19,875
山梨県,歴史・文化,89,2108
山梨県,温泉・健康,61,1267
山梨県,スポーツ・レク,87,1726
山梨県,都市型観光,31,672
山梨県,イベント,9,349
長野県,自然,62,1733
長野県,歴史・文化,78,2747
長野県,温泉・健康,79,2997
長野県,スポーツ・レク,94,4427
長野県,都市型観光,17,2093
長野県,イベント,13,1278
岐阜県,自然,41,333
岐阜県,歴史・文化,96,4777
岐阜県,温泉・健康,55,2451
岐阜県,スポーツ・レク,157,3258
岐阜県,都市型観光,29,2457
岐阜県,イベント,22,566
愛知県,自然,30,605
愛知県,歴史・文化,142,15576
愛知県,温泉・健康,21,776
愛知県,スポーツ・レク,133,5558
愛知県,都市型観光,35,4356
愛知県,イベント,32,2250
三重県,自然,34,310
三重県,歴史・文化,72,7437
三重県,温泉・健康,27,1575
三重県,スポーツ・レク,128,7929
三重県,都市型観光,23,918
三重県,イベント,10,327
滋賀県,自然,19,79
滋賀県,歴史・文化,107,3542
滋賀県,温泉・健康,21,358
滋賀県,スポーツ・レク,115,1769
滋賀県,都市型観光,29,1353
滋賀県,イベント,13,833
京都府,自然,14,167
京都府,歴史・文化,76,15712
京都府,温泉・健康,18,683
京都府,スポーツ・レク,74,2276
京都府,都市型観光,7,253
京都府,イベント,15,706
兵庫県,自然,80,1592
兵庫県,歴史・文化,295,15317
兵庫県,温泉・健康,74,2267
兵庫県,スポーツ・レク,363,8271
兵庫県,都市型観光,43,23623
兵庫県,イベント,45,4775
奈良県,自然,25,392
奈良県,歴史・文化,95,6805
奈良県,温泉・健康,27,387
奈良県,スポーツ・レク,23,259
奈良県,都市型観光,4,37
奈良県,イベント,15,3397
和歌山県,自然,18,148
和歌山県,歴史・文化,39,2742
和歌山県,温泉・健康,11,209
和歌山県,スポーツ・レク,30,923
和歌山県,都市型観光,6,177
和歌山県,イベント,7,90
鳥取県,自然,10,256
鳥取県,歴史・文化,36,574
鳥取県,温泉・健康,19,526
鳥取県,スポーツ・レク,27,274
鳥取県,都市型観光,17,1079
鳥取県,イベント,5,143
島根県,自然,18,284
島根県,歴史・文化,74,3981
島根県,温泉・健康,23,566
島根県,スポーツ・レク,36,369
島根県,都市型観光,11,361
島根県,イベント,5,310
岡山県,自然,18,81
岡山県,歴史・文化,106,1231
岡山県,温泉・健康,28,554
岡山県,スポーツ・レク,66,1224
岡山県,都市型観光,45,934
岡山県,イベント,19,951
広島県,自然,22,266
広島県,歴史・文化,90,3322
広島県,温泉・健康,30,642
広島県,スポーツ・レク,97,1842
広島県,都市型観光,17,887
広島県,イベント,19,1889
山口県,自然,33,742
山口県,歴史・文化,82,1921
山口県,温泉・健康,31,893
山口県,スポーツ・レク,67,1302
山口県,都市型観光,6,570
山口県,イベント,19,816
徳島県,自然,16,260
徳島県,歴史・文化,39,1533
徳島県,温泉・健康,20,321
徳島県,スポーツ・レク,32,595
徳島県,都市型観光,21,839
徳島県,イベント,11,491
香川県,自然,9,225
香川県,歴史・文化,61,2817
香川県,温泉・健康,18,539
香川県,スポーツ・レク,52,1190
香川県,都市型観光,11,734
香川県,イベント,5,144
愛媛県,自然,44,351
愛媛県,歴史・文化,64,1297
愛媛県,温泉・健康,26,824
愛媛県,スポーツ・レク,37,717
愛媛県,都市型観光,29,241
愛媛県,イベント,8,86
福岡県,自然,42,684
福岡県,歴史・文化,154,12282
福岡県,温泉・健康,32,1154
福岡県,スポーツ・レク,104,2073
福岡県,都市型観光,66,29733
福岡県,イベント,35,1976
佐賀県,自然,14,99
佐賀県,歴史・文化,32,2516
佐賀県,温泉・健康,15,442
佐賀県,スポーツ・レク,34,418
佐賀県,都市型観光,27,2726
佐賀県,イベント,13,442
熊本県,自然,24,327
熊本県,歴史・文化,71,2229
熊本県,温泉・健康,44,1558
熊本県,スポーツ・レク,76,1119
熊本県,都市型観光,58,2599
熊本県,イベント,39,1236
大分県,自然,37,293
大分県,歴史・文化,93,3404
大分県,温泉・健康,49,1428
大分県,スポーツ・レク,74,1503
大分県,都市型観光,16,222
大分県,イベント,13,472
宮崎県,自然,18,469
宮崎県,歴史・文化,56,2778
宮崎県,温泉・健康,27,899
宮崎県,スポーツ・レク,78,1067
宮崎県,都市型観光,10,298
宮崎県,イベント,24,816
鹿児島県,自然,38,297
鹿児島県,歴史・文化,66,2406
鹿児島県,温泉・健康,48,749
鹿児島県,スポーツ・レク,99,1791
鹿児島県,都市型観光,41,935
鹿児島県,イベント,23,1657
北海道,自然,111,3820
北海道,歴史・文化,146,7608
北海道,温泉・健康,146,3585
北海道,スポーツ・レク,264,4934
北海道,都市型観光,78,6516
北海道,イベント,56,5336
青森県,自然,37,886
青森県,歴史・文化,60,1974
青森県,温泉・健康,43,782
青森県,スポーツ・レク,71,1272
青森県,都市型観光,54,3583
青森県,イベント,30,4053
岩手県,自然,38,1264
岩手県,歴史・文化,65,937
岩手県,温泉・健康,73,1300
岩手県,スポーツ・レク,53,599
岩手県,都市型観光,27,798
岩手県,イベント,31,1527
宮城県,自然,36,995
宮城県,歴史・文化,80,2753
宮城県,温泉・健康,36,1391
宮城県,スポーツ・レク,65,1899
宮城県,都市型観光,53,2089
宮城県,イベント,37,2860
秋田県,自然,28,945
秋田県,歴史・文化,52,944
秋田県,温泉・健康,61,1065
秋田県,スポーツ・レク,68,1098
秋田県,都市型観光,20,396
秋田県,イベント,40,2915
山形県,自然,39,1199
山形県,歴史・文化,76,2454
山形県,温泉・健康,50,1984
山形県,スポーツ・レク,68,1334
山形県,都市型観光,29,1043
山形県,イベント,17,948
福島県,自然,45,2177
福島県,歴史・文化,80,3278
福島県,温泉・健康,48,1517
福島県,スポーツ・レク,69,2409
福島県,都市型観光,15,986
福島県,イベント,20,652
茨城県,自然,15,2368
茨城県,歴史・文化,52,3020
茨城県,温泉・健康,17,479
茨城県,スポーツ・レク,58,2858
茨城県,都市型観光,12,2191
茨城県,イベント,39,1995
栃木県,自然,39,2098
栃木県,歴史・文化,103,5770
栃木県,温泉・健康,32,1352
栃木県,スポーツ・レク,138,3773
栃木県,都市型観光,20,3186
栃木県,イベント,31,1797
群馬県,自然,54,1969
群馬県,歴史・文化,98,2648
群馬県,温泉・健康,79,3155
群馬県,スポーツ・レク,114,3427
群馬県,都市型観光,29,1344
群馬県,イベント,48,1594
埼玉県,自然,49,4158
埼玉県,歴史・文化,125,5138
埼玉県,温泉・健康,30,1237
埼玉県,スポーツ・レク,180,4675
埼玉県,都市型観光,51,16544
埼玉県,イベント,139,6096
千葉県,自然,32,882
千葉県,歴史・文化,138,5844
千葉県,温泉・健康,26,1070
千葉県,スポーツ・レク,290,16650
千葉県,都市型観光,28,6063
千葉県,イベント,68,5555
東京都,自然,9,759
東京都,歴史・文化,303,22285
東京都,温泉・健康,35,6178
東京都,スポーツ・レク,174,38347
東京都,都市型観光,93,210112
東京都,イベント,107,14225
神奈川県,自然,40,5739
神奈川県,歴史・文化,137,12099
神奈川県,温泉・健康,11,332
神奈川県,スポーツ・レク,102,12487
神奈川県,都市型観光,8,984
神奈川県,イベント,73,9395
新潟県,自然,68,1217
新潟県,歴史・文化,161,2505
新潟県,温泉・健康,110,2119
新潟県,スポーツ・レク,239,2194
新潟県,都市型観光,58,4555
新潟県,イベント,108,4713
富山県,自然,26,980
富山県,歴史・文化,76,1626
富山県,温泉・健康,20,412
富山県,スポーツ・レク,43,2225
富山県,都市型観光,8,1494
富山県,イベント,37,1878
福井県,自然,26,1341
福井県,歴史・文化,91,2627
福井県,温泉・健康,23,554
福井県,スポーツ・レク,62,1362
福井県,都市型観光,18,542
福井県,イベント,17,1225
山梨県,自然,19,2501
山梨県,歴史・文化,89,2360
山梨県,温泉・健康,61,1328
山梨県,スポーツ・レク,87,2842
山梨県,都市型観光,31,1072
山梨県,イベント,29,902
長野県,自然,62,2122
長野県,歴史・文化,78,5020
長野県,温泉・健康,79,3100
長野県,スポーツ・レク,94,1770
長野県,都市型観光,17,2938
長野県,イベント,25,2099
岐阜県,自然,41,915
岐阜県,歴史・文化,96,4610
岐阜県,温泉・健康,55,2147
岐阜県,スポーツ・レク,157,3633
岐阜県,都市型観光,29,3019
岐阜県,イベント,57,3028
愛知県,自然,30,1185
愛知県,歴史・文化,142,8927
愛知県,温泉・健康,21,700
愛知県,スポーツ・レク,133,8290
愛知県,都市型観光,35,4491
愛知県,イベント,60,7300
三重県,自然,34,738
三重県,歴史・文化,72,4200
三重県,温泉・健康,27,1480
三重県,スポーツ・レク,128,8945
三重県,都市型観光,23,1053
三重県,イベント,22,613
滋賀県,自然,21,365
滋賀県,歴史・文化,112,2892
滋賀県,温泉・健康,22,365
滋賀県,スポーツ・レク,120,3142
滋賀県,都市型観光,33,2049
滋賀県,イベント,32,962
京都府,自然,14,167
京都府,歴史・文化,76,15712
京都府,温泉・健康,18,683
京都府,スポーツ・レク,74,2275
京都府,都市型観光,7,252
京都府,イベント,15,705
兵庫県,自然,80,870
兵庫県,歴史・文化,295,7755
兵庫県,温泉・健康,74,1806
兵庫県,スポーツ・レク,363,9935
兵庫県,都市型観光,43,9708
兵庫県,イベント,63,3473
奈良県,自然,25,1036
奈良県,歴史・文化,95,7959
奈良県,温泉・健康,27,430
奈良県,スポーツ・レク,23,607
奈良県,都市型観光,4,50
奈良県,イベント,12,787
和歌山県,自然,19,239
和歌山県,歴史・文化,40,1561
和歌山県,温泉・健康,12,238
和歌山県,スポーツ・レク,33,1553
和歌山県,都市型観光,6,216
和歌山県,イベント,7,133
鳥取県,自然,10,405
鳥取県,歴史・文化,36,839
鳥取県,温泉・健康,19,489
鳥取県,スポーツ・レク,27,274
鳥取県,都市型観光,17,1563
鳥取県,イベント,6,74
島根県,自然,18,744
島根県,歴史・文化,74,3852
島根県,温泉・健康,23,605
島根県,スポーツ・レク,36,359
島根県,都市型観光,11,424
島根県,イベント,9,474
岡山県,自然,18,218
岡山県,歴史・文化,106,1658
岡山県,温泉・健康,28,533
岡山県,スポーツ・レク,66,1754
岡山県,都市型観光,45,1233
岡山県,イベント,28,1378
広島県,自然,22,527
広島県,歴史・文化,90,3792
広島県,温泉・健康,30,557
広島県,スポーツ・レク,97,2424
広島県,都市型観光,17,1064
広島県,イベント,32,6022
山口県,自然,33,988
山口県,歴史・文化,82,1968
山口県,温泉・健康,31,877
山口県,スポーツ・レク,67,1922
山口県,都市型観光,6,596
山口県,イベント,39,1646
徳島県,自然,16,516
徳島県,歴史・文化,39,1239
徳島県,温泉・健康,20,300
徳島県,スポーツ・レク,32,909
徳島県,都市型観光,21,1028
徳島県,イベント,18,686
香川県,自然,9,311
香川県,歴史・文化,61,2505
香川県,温泉・健康,18,510
香川県,スポーツ・レク,52,2194
香川県,都市型観光,11,844
香川県,イベント,9,516
愛媛県,自然,44,718
愛媛県,歴史・文化,64,1593
愛媛県,温泉・健康,26,743
愛媛県,スポーツ・レク,37,797
愛媛県,都市型観光,29,264
愛媛県,イベント,16,516
福岡県,自然,42,1077
福岡県,歴史・文化,154,7482
福岡県,温泉・健康,32,1043
福岡県,スポーツ・レク,104,3060
福岡県,都市型観光,66,29255
福岡県,イベント,51,2876
佐賀県,自然,14,206
佐賀県,歴史・文化,32,1216
